区块ID,访问频率_次每秒,K值
3215,11.0,20
3216,6.0,20
3217,2.0,20
3218,59.0,20
3219,16.0,20
3220,56.0,20
3221,23.0,20
3222,3.0,20
3223,28.0,20
3224,9.0,20
3225,2.0,20
3226,399.0,16
3227,1.0,20
3228,2.0,20
3229,17.0,20
3230,34.0,20
3231,18.0,20
3232,14.0,20
3233,17.0,20
3234,3.0,20
3235,8.0,20
3236,3.0,20
3237,5.0,20
3238,19.0,20
3239,19.0,20
3240,21.0,20
3241,10.0,20
3242,8.0,20
3243,13.0,20
3244,474.0,14
3245,18.0,20
3246,12.0,20
3247,25.0,20
3248,6.0,20
3249,1.0,20
3250,15.0,20
3251,6.0,20
3252,3.0,20
3253,14.0,20
3254,4.0,20
3255,2.0,20
3256,28.0,20
3257,9.0,20
3258,13.0,20
3259,37.0,20
3260,29.0,20
3261,16.0,20
3262,10.0,20
3263,10.0,20
3264,15.0,20
3265,14.0,20
3266,40.0,20
3267,6.0,20
3268,11.0,20
3269,8.0,20
3270,2.0,20
3271,9.0,20
3272,75.0,20
3273,3.0,20
3274,1.0,20
3275,1.0,20
3276,4.0,20
3277,20.0,20
3278,38.0,20
3279,13.0,20
3280,18.0,20
3281,3.0,20
3282,37.0,20
3283,6.0,20
3284,11.0,20
3285,3.0,20
3286,18.0,20
3287,4.0,20
3288,15.0,20
3289,8.0,20
3290,9.0,20
3291,5.0,20
3292,11.0,20
3293,22.0,20
3294,22.0,20
3295,7.0,20
3296,28.0,20
3297,5.0,20
3298,37.0,20
3299,25.0,20
3300,3.0,20
3301,12.0,20
3302,25.0,20
3303,7.0,20
3304,16.0,20
3305,2.0,20
3306,46.0,20
3307,17.0,20
3308,9.0,20
3309,4.0,20
3310,20.0,20
3311,33.0,20
3312,9.0,20
3313,6.0,20
3314,15.0,20
3315,1.0,20
3316,38.0,20
3317,2.0,20
3318,2.0,20
3319,11.0,20
3320,2.0,20
3321,22.0,20
3322,10.0,20
3323,6.0,20
3324,23.0,20
3325,3.0,20
3326,2.0,20
3327,2.0,20
3328,2.0,20
3329,2.0,20
3330,3.0,20
3331,11.0,20
3332,8.0,20
3333,8.0,20
3334,2.0,20
3335,1.0,20
3336,13.0,20
3337,69.0,20
3338,9.0,20
3339,24.0,20
3340,10.0,20
3341,10.0,20
3342,15.0,20
3343,8.0,20
3344,2.0,20
3345,49.0,20
3346,4.0,20
3347,14.0,20
3348,54.0,20
3349,3.0,20
3350,5.0,20
3351,13.0,20
3352,12.0,20
3353,6.0,20
3354,47.0,20
3355,8.0,20
3356,33.0,20
3357,4.0,20
3358,72.0,20
3359,13.0,20
3360,3.0,20
3361,14.0,20
3362,7.0,20
3363,19.0,20
3364,1.0,20
3365,8.0,20
3366,53.0,20
3367,59.0,20
3368,17.0,20
3369,15.0,20
3370,27.0,20
3371,12.0,20
3372,1.0,20
3373,13.0,20
3374,7.0,20
3375,19.0,20
3376,2.0,20
3377,3.0,20
3378,24.0,20
3379,5.0,20
3380,4.0,20
3381,5.0,20
3382,36.0,20
3383,44.0,20
3384,81.0,20
3385,103.0,20
3386,68.0,20
3387,71.0,20
3388,16.0,20
3389,2.0,20
3390,2.0,20
3391,159.0,19
3392,29.0,20
3393,16.0,20
3394,2.0,20
3395,9.0,20
3396,11.0,20
3397,105.0,20
3398,10.0,20
3399,4.0,20
3400,8.0,20
3401,8.0,20
3402,7.0,20
3403,31.0,20
3404,6.0,20
3405,60.0,20
3406,40.0,20
3407,10.0,20
3408,13.0,20
3409,26.0,20
3410,21.0,20
3411,4.0,20
3412,35.0,20
3413,11.0,20
3414,25.0,20
3415,37.0,20
3416,2.0,20
3417,9.0,20
3418,10.0,20
3419,27.0,20
3420,14.0,20
3421,1.0,20
3422,11.0,20
3423,2.0,20
3424,3.0,20
3425,11.0,20
3426,2.0,20
3427,12.0,20
3428,7.0,20
3429,2.0,20
3430,9.0,20
3431,13.0,20
3432,83.0,20
3433,11.0,20
3434,1.0,20
3435,25.0,20
3436,67.0,20
3437,4.0,20
3438,14.0,20
3439,2.0,20
3440,5.0,20
3441,31.0,20
3442,2.0,20
3443,2.0,20
3444,3.0,20
3445,9.0,20
3446,2.0,20
3447,8.0,20
3448,11.0,20
3449,56.0,20
3450,18.0,20
3451,1.0,20
3452,43.0,20
3453,7.0,20
3454,13.0,20
3455,19.0,20
3456,6.0,20
3457,12.0,20
3458,19.0,20
3459,70.0,20
3460,2.0,20
3461,7.0,20
3462,7.0,20
3463,10.0,20
3464,7.0,20
3465,11.0,20
3466,24.0,20
3467,6.0,20
3468,8.0,20
3469,6.0,20
3470,11.0,20
3471,15.0,20
3472,7.0,20
3473,12.0,20
3474,4.0,20
3475,63.0,20
3476,6.0,20
3477,29.0,20
3478,3.0,20
3479,7.0,20
3480,20.0,20
3481,2.0,20
3482,32.0,20
3483,17.0,20
3484,120.0,20
3485,9.0,20
3486,5.0,20
3487,5.0,20
3488,2.0,20
3489,17.0,20
3490,14.0,20
3491,1.0,20
3492,10.0,20
3493,6.0,20
3494,7.0,20
3495,2.0,20
3496,11.0,20
3497,12.0,20
3498,5.0,20
3499,10.0,20
3500,9.0,20
3501,10.0,20
3502,34.0,20
3503,6.0,20
3504,8.0,20
3505,22.0,20
3506,2.0,20
3507,8.0,20
3508,1.0,20
3509,3.0,20
3510,36.0,20
3511,2.0,20
3512,4.0,20
3513,6.0,20
3514,11.0,20
3515,3.0,20
3516,48.0,20
3517,1.0,20
3518,5.0,20
3519,39.0,20
3520,10.0,20
3521,9.0,20
3522,9.0,20
3523,38.0,20
3524,28.0,20
3525,11.0,20
3526,25.0,20
3527,20.0,20
3528,6.0,20
3529,53.0,20
3530,4.0,20
3531,3.0,20
3532,3.0,20
3533,24.0,20
3534,12.0,20
3535,1.0,20
3536,1.0,20
3537,97.0,20
3538,5.0,20
3539,10.0,20
3540,19.0,20
3541,13.0,20
3542,3.0,20
3543,3.0,20
3544,6.0,20
3545,58.0,20
3546,12.0,20
3547,15.0,20
3548,61.0,20
3549,4.0,20
3550,6.0,20
3551,16.0,20
3552,14.0,20
3553,12.0,20
3554,63.0,20
3555,12.0,20
3556,6.0,20
3557,15.0,20
3558,6.0,20
3559,11.0,20
3560,13.0,20
3561,23.0,20
3562,83.0,20
3563,20.0,20
3564,18.0,20
3565,71.0,20
3566,24.0,20
3567,1.0,20
3568,14.0,20
3569,2.0,20
3570,7.0,20
3571,33.0,20
3572,1.0,20
3573,37.0,20
3574,31.0,20
3575,16.0,20
3576,33.0,20
3577,3.0,20
3578,6.0,20
3579,29.0,20
3580,7.0,20
3581,6.0,20
3582,3.0,20
3583,221.0,19
3584,3.0,20
3585,10.0,20
3586,8.0,20
3587,6.0,20
3588,13.0,20
3589,8.0,20
3590,23.0,20
3591,29.0,20
3592,3.0,20
3593,1.0,20
3594,21.0,20
3595,2.0,20
3596,1.0,20
3597,16.0,20
3598,52.0,20
3599,9.0,20
3600,13.0,20
3601,39.0,20
3602,11.0,20
3603,166.0,19
3604,289.0,18
3605,60.0,20
3606,16.0,20
3607,2.0,20
3608,9.0,20
3609,6.0,20
3610,19.0,20
3611,19.0,20
3612,4.0,20
3613,111.0,20
3614,17.0,20
3615,2.0,20
3616,51.0,20
3617,7.0,20
3618,2.0,20
3619,8.0,20
3620,66.0,20
3621,2.0,20
3622,5.0,20
3623,2.0,20
3624,9.0,20
3625,8.0,20
3626,8.0,20
3627,13.0,20
3628,2.0,20
3629,18.0,20
3630,2.0,20
3631,50.0,20
3632,24.0,20
3633,9.0,20
3634,46.0,20
3635,10.0,20
3636,87.0,20
3637,48.0,20
3638,5.0,20
3639,45.0,20
3640,12.0,20
3641,60.0,20
3642,46.0,20
3643,15.0,20
3644,17.0,20
3645,9.0,20
3646,2.0,20
3647,7.0,20
3648,35.0,20
3649,19.0,20
3650,6.0,20
3651,10.0,20
3652,9.0,20
3653,30.0,20
3654,35.0,20
3655,13.0,20
3656,3.0,20
3657,5.0,20
3658,27.0,20
3659,4.0,20
3660,2.0,20
3661,51.0,20
3662,2.0,20
3663,4.0,20
3664,7.0,20
3665,193.0,19
3666,5.0,20
3667,1.0,20
3668,8.0,20
3669,62.0,20
3670,15.0,20
3671,2.0,20
3672,6.0,20
3673,20.0,20
3674,86.0,20
3675,11.0,20
3676,10.0,20
3677,3.0,20
3678,2.0,20
3679,2.0,20
3680,2.0,20
3681,33.0,20
3682,7.0,20
3683,41.0,20
3684,21.0,20
3685,3.0,20
3686,13.0,20
3687,2.0,20
3688,3.0,20
3689,41.0,20
3690,24.0,20
3691,13.0,20
3692,6.0,20
3693,9.0,20
3694,8.0,20
3695,3.0,20
3696,22.0,20
3697,5.0,20
3698,20.0,20
3699,3.0,20
3700,23.0,20
3701,40.0,20
3702,22.0,20
3703,67.0,20
3704,21.0,20
3705,12.0,20
3706,25.0,20
3707,14.0,20
3708,5.0,20
3709,3.0,20
3710,9.0,20
3711,42.0,20
3712,5.0,20
3713,124.0,20
3714,10.0,20
3715,2.0,20
3716,43.0,20
3717,31.0,20
3718,11.0,20
3719,16.0,20
3720,23.0,20
3721,42.0,20
3722,18.0,20
3723,6.0,20
3724,38.0,20
3725,42.0,20
3726,29.0,20
3727,2.0,20
3728,3.0,20
3729,27.0,20
3730,2.0,20
3731,2.0,20
3732,2.0,20
3733,3.0,20
3734,12.0,20
3735,22.0,20
3736,6.0,20
3737,2.0,20
3738,3.0,20
3739,26.0,20
3740,23.0,20
3741,30.0,20
3742,13.0,20
3743,11.0,20
3744,1.0,20
3745,9.0,20
3746,3.0,20
3747,38.0,20
3748,10.0,20
3749,51.0,20
3750,11.0,20
3751,4.0,20
3752,5.0,20
3753,28.0,20
3754,17.0,20
3755,20.0,20
3756,3.0,20
3757,9.0,20
3758,170.0,19
3759,35.0,20
3760,7.0,20
3761,53.0,20
3762,6.0,20
3763,39.0,20
3764,30.0,20
3765,7.0,20
3766,5.0,20
3767,2.0,20
3768,16.0,20
3769,15.0,20
3770,53.0,20
3771,3.0,20
3772,29.0,20
3773,11.0,20
3774,29.0,20
3775,6.0,20
3776,5.0,20
3777,91.0,20
3778,2.0,20
3779,32.0,20
3780,1.0,20
3781,92.0,20
3782,2.0,20
3783,1.0,20
3784,109.0,20
3785,37.0,20
3786,3.0,20
3787,18.0,20
3788,1.0,20
3789,14.0,20
3790,6.0,20
3791,24.0,20
3792,49.0,20
3793,8.0,20
3794,5.0,20
3795,17.0,20
3796,261.0,19
3797,43.0,20
3798,7.0,20
3799,8.0,20
3800,43.0,20
3801,1.0,20
3802,7.0,20
3803,2.0,20
3804,4.0,20
3805,2.0,20
3806,68.0,20
3807,1.0,20
3808,19.0,20
3809,10.0,20
3810,4.0,20
3811,6.0,20
3812,10.0,20
3813,15.0,20
3814,8.0,20
3815,23.0,20
3816,3.0,20
3817,42.0,20
3818,8.0,20
3819,6.0,20
3820,14.0,20
3821,11.0,20
3822,15.0,20
3823,26.0,20
3824,2.0,20
3825,8.0,20
3826,3.0,20
3827,28.0,20
3828,82.0,20
3829,4.0,20
3830,11.0,20
3831,5.0,20
3832,8.0,20
3833,16.0,20
3834,177.0,19
3835,24.0,20
3836,42.0,20
3837,1.0,20
3838,13.0,20
3839,3.0,20
3840,11.0,20
3841,20.0,20
3842,5.0,20
3843,26.0,20
3844,2.0,20
3845,3.0,20
3846,25.0,20
3847,2.0,20
3848,16.0,20
3849,5.0,20
3850,12.0,20
3851,90.0,20
3852,24.0,20
3853,1.0,20
3854,16.0,20
3855,11.0,20
3856,19.0,20
3857,2.0,20
3858,24.0,20
3859,52.0,20
3860,31.0,20
3861,95.0,20
3862,2.0,20
3863,2.0,20
3864,31.0,20
3865,12.0,20
3866,35.0,20
3867,86.0,20
3868,11.0,20
3869,3.0,20
3870,9.0,20
3871,20.0,20
3872,7.0,20
3873,15.0,20
3874,110.0,20
3875,125.0,20
3876,3.0,20
3877,28.0,20
3878,2.0,20
3879,22.0,20
3880,9.0,20
3881,30.0,20
3882,51.0,20
3883,5.0,20
3884,28.0,20
3885,1.0,20
3886,26.0,20
3887,3.0,20
3888,6.0,20
3889,2.0,20
3890,53.0,20
3891,19.0,20
3892,11.0,20
3893,4.0,20
3894,2.0,20
3895,15.0,20
3896,21.0,20
3897,5.0,20
3898,47.0,20
3899,2.0,20
3900,7.0,20
3901,25.0,20
3902,5.0,20
3903,23.0,20
3904,1.0,20
3905,37.0,20
3906,13.0,20
3907,10.0,20
3908,7.0,20
3909,6.0,20
3910,14.0,20
3911,17.0,20
3912,13.0,20
3913,36.0,20
3914,40.0,20
3915,39.0,20
3916,5.0,20
3917,12.0,20
3918,7.0,20
3919,2.0,20
3920,5.0,20
3921,15.0,20
3922,12.0,20
3923,12.0,20
3924,8.0,20
3925,34.0,20
3926,10.0,20
3927,18.0,20
3928,6.0,20
3929,3.0,20
3930,2.0,20
3931,1.0,20
3932,5.0,20
3933,3.0,20
3934,16.0,20
3935,3.0,20
3936,14.0,20
3937,8.0,20
3938,19.0,20
3939,72.0,20
3940,13.0,20
3941,94.0,20
3942,11.0,20
3943,13.0,20
3944,30.0,20
3945,11.0,20
3946,2.0,20
3947,2.0,20
3948,3.0,20
3949,23.0,20
3950,41.0,20
3951,2.0,20
3952,62.0,20
3953,24.0,20
3954,7.0,20
3955,5.0,20
3956,5.0,20
3957,5.0,20
3958,3.0,20
3959,3.0,20
3960,87.0,20
3961,3.0,20
3962,1.0,20
3963,17.0,20
3964,8.0,20
3965,2.0,20
3966,12.0,20
3967,3.0,20
3968,9.0,20
3969,3.0,20
3970,77.0,20
3971,5.0,20
3972,4.0,20
3973,7.0,20
3974,48.0,20
3975,73.0,20
3976,3.0,20
3977,13.0,20
3978,1.0,20
3979,15.0,20
3980,1.0,20
3981,6.0,20
3982,2.0,20
3983,126.0,20
3984,33.0,20
3985,25.0,20
3986,2.0,20
3987,24.0,20
3988,62.0,20
3989,9.0,20
3990,8.0,20
3991,8.0,20
3992,6.0,20
3993,16.0,20
3994,5.0,20
3995,11.0,20
3996,2.0,20
3997,3.0,20
3998,15.0,20
3999,5.0,20
4000,44.0,20
4001,5.0,20
4002,4.0,20
4003,72.0,20
4004,3.0,20
4005,34.0,20
4006,6.0,20
4007,14.0,20
4008,11.0,20
4009,11.0,20
4010,17.0,20
4011,8.0,20
4012,1.0,20
4013,1.0,20
4014,22.0,20
4015,53.0,20
4016,1.0,20
4017,1.0,20
4018,7.0,20
4019,1.0,20
4020,12.0,20
4021,10.0,20
4022,4.0,20
4023,3.0,20
4024,23.0,20
4025,5.0,20
4026,16.0,20
4027,6.0,20
4028,4.0,20
4029,63.0,20
4030,47.0,20
4031,96.0,20
4032,40.0,20
4033,5.0,20
4034,8.0,20
4035,7.0,20
4036,7.0,20
4037,4.0,20
4038,13.0,20
4039,11.0,20
4040,7.0,20
4041,3.0,20
4042,8.0,20
4043,8.0,20
4044,12.0,20
4045,58.0,20
4046,17.0,20
4047,5.0,20
4048,5.0,20
4049,10.0,20
4050,4.0,20
4051,50.0,20
4052,2.0,20
4053,8.0,20
4054,3.0,20
4055,1.0,20
4056,9.0,20
4057,4.0,20
4058,2.0,20
4059,2.0,20
4060,3.0,20
4061,2.0,20
4062,16.0,20
4063,14.0,20
4064,6.0,20
4065,8.0,20
4066,26.0,20
4067,2.0,20
4068,18.0,20
4069,3.0,20
4070,29.0,20
4071,25.0,20
4072,2.0,20
4073,3.0,20
4074,15.0,20
4075,13.0,20
4076,10.0,20
4077,4.0,20
4078,26.0,20
4079,14.0,20
4080,22.0,20
4081,4.0,20
4082,21.0,20
4083,12.0,20
4084,6.0,20
4085,32.0,20
4086,10.0,20
4087,10.0,20
4088,7.0,20
4089,4.0,20
4090,16.0,20
4091,3.0,20
4092,57.0,20
4093,17.0,20
4094,102.0,20
4095,4.0,20
4096,16.0,20
4097,25.0,20
4098,58.0,20
4099,36.0,20
4100,2.0,20
4101,23.0,20
4102,24.0,20
4103,6.0,20
4104,4.0,20
4105,10.0,20
4106,3.0,20
4107,21.0,20
4108,9.0,20
4109,2.0,20
4110,13.0,20
4111,6.0,20
4112,11.0,20
4113,69.0,20
4114,76.0,20
4115,5.0,20
4116,15.0,20
4117,20.0,20
4118,2.0,20
4119,15.0,20
4120,8.0,20
4121,4.0,20
4122,55.0,20
4123,46.0,20
4124,5.0,20
4125,3.0,20
4126,5.0,20
4127,117.0,20
4128,26.0,20
4129,7.0,20
4130,17.0,20
4131,24.0,20
4132,3.0,20
4133,27.0,20
4134,6.0,20
4135,24.0,20
4136,3.0,20
4137,26.0,20
4138,10.0,20
4139,1.0,20
4140,4.0,20
4141,2.0,20
4142,16.0,20
4143,16.0,20
4144,6.0,20
4145,4.0,20
4146,52.0,20
4147,8.0,20
4148,3.0,20
4149,4.0,20
4150,9.0,20
4151,11.0,20
4152,8.0,20
4153,13.0,20
4154,17.0,20
4155,2.0,20
4156,5.0,20
4157,21.0,20
4158,20.0,20
4159,38.0,20
4160,14.0,20
4161,15.0,20
4162,16.0,20
4163,58.0,20
4164,2.0,20
4165,22.0,20
4166,3.0,20
4167,59.0,20
4168,16.0,20
4169,4.0,20
4170,11.0,20
4171,21.0,20
4172,58.0,20
4173,5.0,20
4174,23.0,20
4175,20.0,20
4176,2.0,20
4177,63.0,20
4178,14.0,20
4179,3.0,20
4180,38.0,20
4181,24.0,20
4182,11.0,20
4183,6.0,20
4184,16.0,20
4185,42.0,20
4186,9.0,20
4187,5.0,20
4188,23.0,20
4189,11.0,20
4190,44.0,20
4191,2.0,20
4192,9.0,20
4193,4.0,20
4194,2.0,20
4195,8.0,20
4196,2.0,20
4197,16.0,20
4198,2.0,20
4199,4.0,20
4200,26.0,20
4201,4.0,20
4202,24.0,20
4203,44.0,20
4204,7.0,20
4205,65.0,20
4206,18.0,20
4207,5.0,20
4208,11.0,20
4209,5.0,20
4210,2.0,20
4211,7.0,20
4212,12.0,20
4213,12.0,20
4214,4.0,20
4215,12.0,20
4216,5.0,20
4217,4.0,20
4218,10.0,20
4219,11.0,20
4220,3.0,20
4221,8.0,20
4222,3.0,20
4223,9.0,20
4224,8.0,20
4225,22.0,20
4226,10.0,20
4227,7.0,20
4228,6.0,20
4229,26.0,20
4230,14.0,20
4231,9.0,20
4232,28.0,20
4233,5.0,20
4234,10.0,20
4235,24.0,20
4236,29.0,20
4237,3.0,20
4238,3.0,20
4239,112.0,20
4240,27.0,20
4241,28.0,20
4242,5.0,20
4243,3.0,20
4244,27.0,20
4245,420.0,16
4246,3.0,20
4247,40.0,20
4248,157.0,19
4249,10.0,20
4250,5.0,20
4251,7.0,20
4252,7.0,20
4253,27.0,20
4254,5.0,20
4255,10.0,20
4256,21.0,20
4257,15.0,20
4258,33.0,20
4259,46.0,20
4260,6.0,20
4261,12.0,20
4262,6.0,20
4263,15.0,20
4264,9.0,20
4265,45.0,20
4266,6.0,20
4267,47.0,20
4268,2.0,20
4269,8.0,20
4270,12.0,20
4271,1.0,20
4272,9.0,20
4273,3.0,20
4274,2.0,20
4275,10.0,20
4276,1.0,20
4277,22.0,20
4278,7.0,20
4279,11.0,20
4280,28.0,20
4281,12.0,20
4282,26.0,20
4283,26.0,20
4284,4.0,20
4285,19.0,20
4286,11.0,20
4287,6.0,20
4288,1.0,20
4289,24.0,20
4290,3.0,20
4291,25.0,20
4292,32.0,20
4293,4.0,20
4294,3.0,20
4295,15.0,20
4296,23.0,20
4297,4.0,20
4298,6.0,20
4299,15.0,20
4300,8.0,20
4301,96.0,20
4302,54.0,20
4303,13.0,20
4304,9.0,20
4305,1.0,20
4306,52.0,20
4307,5.0,20
4308,15.0,20
4309,4.0,20
4310,22.0,20
4311,55.0,20
4312,7.0,20
4313,22.0,20
4314,12.0,20
4315,4.0,20
4316,3.0,20
4317,10.0,20
4318,4.0,20
4319,2.0,20
4320,1.0,20
4321,2.0,20
4322,1.0,20
4323,16.0,20
4324,35.0,20
4325,12.0,20
4326,9.0,20
4327,21.0,20
4328,3.0,20
4329,31.0,20
4330,5.0,20
4331,11.0,20
4332,35.0,20
4333,31.0,20
4334,1.0,20
4335,17.0,20
4336,24.0,20
4337,13.0,20
4338,14.0,20
4339,7.0,20
4340,2.0,20
4341,5.0,20
4342,18.0,20
4343,15.0,20
4344,1.0,20
4345,14.0,20
4346,3.0,20
4347,1.0,20
4348,12.0,20
4349,4.0,20
4350,1.0,20
4351,1.0,20
4352,3.0,20
4353,6.0,20
4354,2.0,20
4355,30.0,20
4356,5.0,20
4357,6.0,20
4358,47.0,20
4359,14.0,20
4360,9.0,20
4361,27.0,20
4362,8.0,20
4363,11.0,20
4364,14.0,20
4365,2.0,20
4366,15.0,20
4367,7.0,20
4368,2.0,20
4369,4.0,20
4370,6.0,20
4371,34.0,20
4372,20.0,20
4373,12.0,20
4374,9.0,20
4375,10.0,20
4376,7.0,20
4377,2.0,20
4378,1.0,20
4379,18.0,20
4380,19.0,20
4381,1.0,20
4382,37.0,20
4383,30.0,20
4384,13.0,20
4385,21.0,20
4386,4.0,20
4387,10.0,20
4388,2.0,20
4389,9.0,20
4390,5.0,20
4391,22.0,20
4392,1.0,20
4393,30.0,20
4394,6.0,20
4395,20.0,20
4396,51.0,20
4397,18.0,20
4398,3.0,20
4399,20.0,20
4400,4.0,20
4401,19.0,20
4402,22.0,20
4403,27.0,20
4404,2.0,20
4405,8.0,20
4406,36.0,20
4407,9.0,20
4408,12.0,20
4409,2.0,20
4410,3.0,20
4411,10.0,20
4412,7.0,20
4413,563.0,12
4414,20.0,20
4415,2.0,20
4416,32.0,20
4417,17.0,20
4418,14.0,20
4419,13.0,20
4420,4.0,20
4421,6.0,20
4422,1.0,20
4423,11.0,20
4424,1.0,20
4425,1.0,20
4426,22.0,20
4427,19.0,20
4428,61.0,20
4429,42.0,20
4430,1.0,20
4431,27.0,20
4432,48.0,20
4433,36.0,20
4434,14.0,20
4435,22.0,20
4436,13.0,20
4437,3.0,20
4438,4.0,20
4439,12.0,20
4440,49.0,20
4441,20.0,20
4442,31.0,20
4443,18.0,20
4444,4.0,20
4445,74.0,20
4446,7.0,20
4447,4.0,20
4448,15.0,20
4449,31.0,20
4450,14.0,20
4451,5.0,20
4452,13.0,20
4453,4.0,20
4454,10.0,20
4455,19.0,20
4456,17.0,20
4457,21.0,20
4458,17.0,20
4459,30.0,20
4460,3.0,20
4461,14.0,20
4462,7.0,20
4463,5.0,20
4464,6.0,20
4465,9.0,20
4466,6.0,20
4467,13.0,20
4468,13.0,20
4469,20.0,20
4470,17.0,20
4471,22.0,20
4472,4.0,20
4473,86.0,20
4474,28.0,20
4475,19.0,20
4476,50.0,20
4477,38.0,20
4478,6.0,20
4479,8.0,20
4480,6.0,20
4481,48.0,20
4482,15.0,20
4483,56.0,20
4484,37.0,20
4485,4.0,20
4486,5.0,20
4487,7.0,20
4488,11.0,20
4489,6.0,20
4490,104.0,20
4491,21.0,20
4492,1.0,20
4493,12.0,20
4494,1.0,20
4495,178.0,19
4496,13.0,20
4497,24.0,20
4498,49.0,20
4499,40.0,20
4500,20.0,20
4501,10.0,20
4502,25.0,20
4503,9.0,20
4504,2.0,20
4505,5.0,20
4506,1.0,20
4507,5.0,20
4508,10.0,20
4509,5.0,20
4510,7.0,20
4511,7.0,20
4512,2.0,20
4513,11.0,20
4514,5.0,20
4515,11.0,20
4516,25.0,20
4517,59.0,20
4518,68.0,20
4519,3.0,20
4520,11.0,20
4521,2.0,20
4522,4.0,20
4523,34.0,20
4524,2.0,20
4525,25.0,20
4526,33.0,20
4527,15.0,20
4528,240.0,19
4529,9.0,20
4530,17.0,20
4531,19.0,20
4532,34.0,20
4533,2.0,20
4534,6.0,20
4535,17.0,20
4536,59.0,20
4537,13.0,20
4538,2.0,20
4539,14.0,20
4540,15.0,20
4541,180.0,19
4542,147.0,19
4543,1.0,20
4544,6.0,20
4545,21.0,20
4546,4.0,20
4547,25.0,20
4548,76.0,20
4549,21.0,20
4550,10.0,20
4551,25.0,20
4552,10.0,20
4553,3.0,20
4554,30.0,20
4555,7.0,20
4556,14.0,20
4557,3.0,20
4558,16.0,20
4559,13.0,20
4560,1.0,20
4561,17.0,20
4562,21.0,20
4563,6.0,20
4564,12.0,20
4565,15.0,20
4566,3.0,20
4567,2.0,20
4568,2.0,20
4569,4.0,20
4570,21.0,20
4571,30.0,20
4572,78.0,20
4573,6.0,20
4574,9.0,20
4575,4.0,20
4576,2.0,20
4577,15.0,20
4578,12.0,20
4579,12.0,20
4580,5.0,20
4581,2.0,20
4582,34.0,20
4583,19.0,20
4584,9.0,20
4585,6.0,20
4586,2.0,20
4587,11.0,20
4588,55.0,20
4589,1.0,20
4590,30.0,20
4591,8.0,20
4592,5.0,20
4593,21.0,20
4594,6.0,20
4595,3.0,20
4596,36.0,20
4597,14.0,20
4598,6.0,20
4599,11.0,20
4600,14.0,20
4601,6.0,20
4602,15.0,20
4603,5.0,20
4604,13.0,20
4605,14.0,20
4606,11.0,20
4607,3.0,20
4608,18.0,20
4609,8.0,20
4610,14.0,20
4611,5.0,20
4612,18.0,20
4613,26.0,20
4614,60.0,20
4615,33.0,20
4616,36.0,20
4617,35.0,20
4618,9.0,20
4619,7.0,20
4620,5.0,20
4621,93.0,20
4622,6.0,20
4623,2.0,20
4624,7.0,20
4625,5.0,20
4626,27.0,20
4627,8.0,20
4628,84.0,20
4629,137.0,20
4630,33.0,20
4631,5.0,20
4632,19.0,20
4633,3.0,20
4634,3.0,20
4635,6.0,20
4636,71.0,20
4637,56.0,20
4638,22.0,20
4639,11.0,20
4640,3.0,20
4641,24.0,20
4642,6.0,20
4643,28.0,20
4644,36.0,20
4645,2.0,20
4646,11.0,20
4647,91.0,20
4648,2.0,20
4649,9.0,20
4650,112.0,20
4651,68.0,20
4652,7.0,20
4653,1.0,20
4654,43.0,20
4655,18.0,20
4656,2.0,20
4657,4.0,20
4658,31.0,20
4659,42.0,20
4660,16.0,20
4661,2.0,20
4662,28.0,20
4663,20.0,20
4664,2.0,20
4665,4.0,20
4666,4.0,20
4667,99.0,20
4668,35.0,20
4669,3.0,20
4670,22.0,20
4671,17.0,20
4672,83.0,20
4673,11.0,20
4674,21.0,20
4675,16.0,20
4676,2.0,20
4677,9.0,20
4678,2.0,20
4679,15.0,20
4680,19.0,20
4681,18.0,20
4682,2.0,20
4683,8.0,20
4684,6.0,20
4685,8.0,20
4686,21.0,20
4687,8.0,20
4688,30.0,20
4689,102.0,20
4690,13.0,20
4691,12.0,20
4692,27.0,20
4693,29.0,20
4694,30.0,20
4695,8.0,20
4696,7.0,20
4697,4.0,20
4698,19.0,20
4699,1.0,20
4700,7.0,20
4701,22.0,20
4702,14.0,20
4703,18.0,20
4704,39.0,20
4705,6.0,20
4706,8.0,20
4707,55.0,20
4708,3.0,20
4709,49.0,20
4710,2.0,20
4711,7.0,20
4712,22.0,20
4713,20.0,20
4714,1.0,20
4715,1.0,20
4716,3.0,20
4717,9.0,20
4718,8.0,20
4719,19.0,20
4720,4.0,20
4721,16.0,20
4722,1.0,20
4723,2.0,20
4724,8.0,20
4725,19.0,20
4726,12.0,20
4727,4.0,20
4728,7.0,20
4729,147.0,19
4730,24.0,20
4731,28.0,20
4732,1.0,20
4733,17.0,20
4734,8.0,20
4735,19.0,20
4736,2.0,20
4737,9.0,20
4738,34.0,20
4739,6.0,20
4740,3.0,20
4741,4.0,20
4742,10.0,20
4743,11.0,20
4744,15.0,20
4745,3.0,20
4746,32.0,20
4747,58.0,20
4748,5.0,20
4749,3.0,20
4750,11.0,20
4751,9.0,20
4752,12.0,20
4753,3.0,20
4754,16.0,20
4755,12.0,20
4756,7.0,20
4757,35.0,20
4758,108.0,20
4759,1.0,20
4760,2.0,20
4761,3.0,20
4762,4.0,20
4763,7.0,20
4764,7.0,20
4765,5.0,20
4766,6.0,20
4767,1.0,20
